trans_name,OG_name,sp_name,tissue,dnds,pnps,cons_gene_by_tiss
Tte_TRINITY_DN65587_c0_g1_i1,OG-2987_,Tte,WB,NA,NA,NO
Tms_TRINITY_DN18944_c0_g1_i1,OG-1987_,Tms,WB,1.00E-04,NA,NO
Tdi_TRINITY_DN5516_c0_g2_i1,OG-1905_,Tdi,WB,1.00E-04,NA,NO
Tdi_TRINITY_DN31818_c4_g5_i1,OG-841_,Tdi,WB,1.00E-04,NA,NO
Tms_TRINITY_DN23914_c2_g1_i1,OG-2243_,Tms,WB,1.00E-04,NA,NO
Tsi_TRINITY_DN16288_c0_g2_i1,OG-2448_,Tsi,WB,1.00E-04,NA,NO
Tdi_TRINITY_DN21518_c0_g1_i1,OG-1645_,Tdi,WB,NA,NA,NO
Tge_TRINITY_DN42406_c0_g1_i1,OG-394_,Tge,WB,1.00E-04,0,NO
Tdi_TRINITY_DN29503_c1_g2_i1,OG-747_,Tdi,WB,NA,NA,NO
Tdi_TRINITY_DN21038_c0_g1_i1,OG-1817_,Tdi,WB,0.177508,NA,NO
Tms_TRINITY_DN29515_c0_g1_i2,OG-616_,Tms,WB,0.0991826,0.085211815,NO
Tdi_TRINITY_DN12835_c0_g1_i1,OG-2250_,Tdi,WB,0.25573,0,NO
Tsi_TRINITY_DN2591_c0_g2_i1,OG-763_,Tsi,WB,0.171562,NA,YES
Tsi_TRINITY_DN30925_c0_g1_i2,OG-1034_,Tsi,WB,1.00E-04,0.112612613,NO
Tdi_TRINITY_DN26167_c0_g2_i2,OG-111_,Tdi,WB,0.0657339,NA,NO
Tdi_TRINITY_DN18959_c0_g1_i1,OG-2452_,Tdi,WB,NA,NA,NO
Tdi_TRINITY_DN25798_c0_g1_i1,OG-62_,Tdi,WB,1.00E-04,0,NO
Tms_TRINITY_DN25465_c0_g2_i1,OG-264_,Tms,WB,NA,NA,NO
Tsi_TRINITY_DN14432_c0_g1_i1,OG-2390_,Tsi,WB,1.00E-04,NA,NO
Tge_TRINITY_DN40036_c0_g1_i1,OG-2389_,Tge,WB,1.00E-04,0,NO
Tte_TRINITY_DN58056_c0_g1_i1,OG-1797_,Tte,WB,0.206003,NA,NO
Tge_TRINITY_DN40922_c1_g1_i1,OG-2943_,Tge,WB,NA,NA,NO
Tdi_TRINITY_DN32149_c0_g1_i2,OG-669_,Tdi,WB,1.00E-04,0.123125602,NO
Tge_TRINITY_DN45567_c0_g2_i2,OG-157_,Tge,WB,0.233029,0.349748984,NO
Tdi_TRINITY_DN25678_c0_g1_i1,OG-1176_,Tdi,WB,NA,NA,NO
Tsi_TRINITY_DN28088_c0_g1_i4,OG-2469_,Tsi,WB,NA,NA,NO
Tsi_TRINITY_DN40711_c0_g1_i1,OG-1198_,Tsi,WB,NA,NA,NO
Tsi_TRINITY_DN17318_c0_g2_i1,OG-2826_,Tsi,WB,0.129498,NA,NO
Tge_TRINITY_DN46652_c0_g2_i4,OG-112_,Tge,WB,1.00E-04,0,NO
Tsi_TRINITY_DN23604_c0_g1_i1,OG-1071_,Tsi,WB,0.408457,NA,NO
Tsi_TRINITY_DN66879_c0_g1_i1,OG-692_,Tsi,WB,1.00E-04,NA,NO
Tge_TRINITY_DN45942_c0_g1_i1,OG-850_,Tge,WB,0.258764,0.216288385,NO
Tge_TRINITY_DN39258_c0_g1_i1,OG-229_,Tge,WB,NA,0,NO
Tte_TRINITY_DN47530_c0_g1_i1,OG-1772_,Tte,WB,NA,NA,NO
Tdi_TRINITY_DN4705_c0_g1_i1,OG-2611_,Tdi,WB,0.908396,NA,NO
Tge_TRINITY_DN41869_c0_g1_i2,OG-1852_,Tge,WB,1.00E-04,0,NO
Tge_TRINITY_DN39615_c0_g1_i1,OG-623_,Tge,WB,0.314363,NA,NO
Tms_TRINITY_DN30481_c1_g1_i1,OG-572_,Tms,WB,1.00E-04,NA,NO
Tdi_TRINITY_DN49254_c0_g1_i1,OG-2399_,Tdi,WB,1.00E-04,NA,NO
Tms_TRINITY_DN71821_c0_g1_i1,OG-1134_,Tms,WB,1.00E-04,NA,NO
Tms_TRINITY_DN15272_c0_g1_i1,OG-1532_,Tms,WB,1.00E-04,NA,NO
Tte_TRINITY_DN12871_c0_g2_i1,OG-1081_,Tte,WB,0.323541,NA,NO
Tge_TRINITY_DN22563_c0_g1_i1,OG-117_,Tge,WB,0.0578309,NA,NO
Tge_TRINITY_DN24105_c0_g1_i1,OG-2179_,Tge,WB,1.00E-04,0,NO
Tge_TRINITY_DN40983_c0_g1_i1,OG-1575_,Tge,WB,NA,0,NO
Tdi_TRINITY_DN42463_c0_g1_i1,OG-2130_,Tdi,WB,1.00E-04,NA,NO
Tsi_TRINITY_DN53448_c0_g1_i1,OG-1541_,Tsi,WB,0.0509751,NA,NO
Tge_TRINITY_DN36876_c0_g1_i1,OG-1937_,Tge,WB,0.193347,0,NO
Tms_TRINITY_DN2585_c0_g1_i1,OG-1723_,Tms,WB,1.00E-04,NA,NO
Tsi_TRINITY_DN9364_c0_g1_i1,OG-907_,Tsi,WB,1.00E-04,NA,NO
Tdi_TRINITY_DN14410_c0_g1_i1,OG-1912_,Tdi,WB,0.0574611,NA,NO
Tge_TRINITY_DN81450_c0_g1_i1,OG-2133_,Tge,WB,1.00E-04,NA,NO
Tdi_TRINITY_DN22141_c0_g1_i1,OG-2954_,Tdi,WB,NA,NA,NO
Tge_TRINITY_DN47936_c1_g6_i2,OG-2488_,Tge,WB,NA,0,NO
Tsi_TRINITY_DN17137_c1_g2_i1,OG-1306_,Tsi,WB,1.00E-04,NA,NO
Tdi_TRINITY_DN27246_c0_g1_i5,OG-703_,Tdi,WB,0.197851,NA,NO
Tsi_TRINITY_DN35259_c0_g1_i1,OG-2129_,Tsi,WB,1.00E-04,NA,NO
Tms_TRINITY_DN48002_c0_g1_i1,OG-2984_,Tms,WB,1.00E-04,NA,NO
Tte_TRINITY_DN29767_c3_g5_i1,OG-256_,Tte,WB,1.00E-04,NA,YES
Tsi_TRINITY_DN26373_c0_g1_i2,OG-1085_,Tsi,WB,0.729123,0,NO
Tge_TRINITY_DN35732_c0_g1_i1,OG-2944_,Tge,WB,NA,0,NO
Tsi_TRINITY_DN31000_c3_g1_i1,OG-2810_,Tsi,WB,NA,NA,NO
Tge_TRINITY_DN40094_c0_g1_i1,OG-1499_,Tge,WB,0.126582,0,NO
Tms_TRINITY_DN26556_c0_g1_i1,OG-2130_,Tms,WB,1.00E-04,0,NO
Tms_TRINITY_DN47712_c0_g1_i1,OG-2967_,Tms,WB,NA,NA,NO
Tms_TRINITY_DN4872_c0_g1_i1,OG-1837_,Tms,WB,1.00E-04,0,NO
Tdi_TRINITY_DN1181_c0_g1_i1,OG-1249_,Tdi,WB,1.00E-04,NA,NO
Tms_TRINITY_DN17525_c0_g1_i1,OG-1913_,Tms,WB,NA,0,NO
Tdi_TRINITY_DN60176_c0_g1_i1,OG-162_,Tdi,WB,0.0877702,NA,NO
Tms_TRINITY_DN30413_c0_g1_i2,OG-392_,Tms,WB,0.503217,NA,NO
Tte_TRINITY_DN26449_c0_g1_i2,OG-875_,Tte,WB,1.00E-04,NA,NO
Tge_TRINITY_DN13167_c0_g1_i1,OG-1577_,Tge,WB,NA,0,NO
Tdi_TRINITY_DN27649_c0_g1_i1,OG-946_,Tdi,WB,0.0251998,NA,NO
Tge_TRINITY_DN47177_c0_g1_i3,OG-987_,Tge,WB,1.00E-04,0.592433015,YES
Tms_TRINITY_DN40772_c0_g1_i1,OG-1199_,Tms,WB,1.00E-04,NA,NO
Tms_TRINITY_DN31362_c14_g1_i1,OG-1065_,Tms,WB,0.373931,NA,NO
Tdi_TRINITY_DN23653_c0_g1_i1,OG-311_,Tdi,WB,1.00E-04,0,NO
Tdi_TRINITY_DN3974_c0_g2_i1,OG-2381_,Tdi,WB,NA,NA,NO
Tdi_TRINITY_DN24016_c0_g1_i1,OG-536_,Tdi,WB,1.00E-04,0,NO
Tsi_TRINITY_DN54833_c0_g1_i1,OG-2664_,Tsi,WB,NA,NA,NO
Tdi_TRINITY_DN22511_c0_g1_i1,OG-2349_,Tdi,WB,NA,0,NO
Tms_TRINITY_DN55437_c0_g5_i1,OG-2311_,Tms,WB,NA,NA,NO
Tge_TRINITY_DN47604_c0_g1_i3,OG-58_,Tge,WB,1.00E-04,0,NO
Tsi_TRINITY_DN21118_c0_g1_i1,OG-548_,Tsi,WB,1.00E-04,NA,NO
Tdi_TRINITY_DN31222_c0_g2_i1,OG-2328_,Tdi,WB,NA,NA,NO
Tsi_TRINITY_DN12925_c0_g1_i1,OG-2256_,Tsi,WB,NA,0,NO
Tsi_TRINITY_DN2631_c0_g2_i1,OG-2208_,Tsi,WB,1.00E-04,NA,NO
Tms_TRINITY_DN20949_c0_g1_i3,OG-878_,Tms,WB,0.148281,NA,NO
Tdi_TRINITY_DN22779_c0_g4_i1,OG-1351_,Tdi,WB,0.300039,NA,NO
Tdi_TRINITY_DN30614_c0_g1_i1,OG-1536_,Tdi,WB,0.306686,0.254204768,NO
Tge_TRINITY_DN40673_c0_g1_i1,OG-2301_,Tge,WB,1.00E-04,0,NO
Tte_TRINITY_DN29473_c6_g2_i2,OG-878_,Tte,WB,0.29103,0.849528495,NO
Tms_TRINITY_DN43820_c0_g1_i1,OG-2808_,Tms,WB,NA,NA,NO
Tdi_TRINITY_DN70452_c0_g1_i1,OG-2721_,Tdi,WB,NA,NA,NO
Tte_TRINITY_DN21171_c0_g1_i1,OG-1191_,Tte,WB,0.206341,NA,NO
Tms_TRINITY_DN28777_c0_g1_i1,OG-44_,Tms,WB,0.0646703,0,YES
Tte_TRINITY_DN15883_c0_g3_i1,OG-557_,Tte,WB,1.00E-04,NA,NO
Tdi_TRINITY_DN7434_c0_g1_i1,OG-2337_,Tdi,WB,NA,NA,NO
Tms_TRINITY_DN31396_c6_g1_i1,OG-821_,Tms,WB,NA,NA,NO
Tms_TRINITY_DN72205_c0_g1_i1,OG-2446_,Tms,WB,1.00E-04,NA,NO
Tge_TRINITY_DN41747_c0_g1_i1,OG-772_,Tge,WB,1.00E-04,0,NO
Tte_TRINITY_DN19810_c0_g1_i1,OG-2298_,Tte,WB,NA,NA,NO
Tdi_TRINITY_DN11631_c0_g1_i1,OG-1034_,Tdi,WB,1.00E-04,NA,NO
Tsi_TRINITY_DN98_c0_g2_i1,OG-1130_,Tsi,WB,NA,NA,NO
Tge_TRINITY_DN15719_c0_g1_i1,OG-2330_,Tge,WB,1.00E-04,NA,NO
Tte_TRINITY_DN2187_c0_g1_i1,OG-903_,Tte,WB,1.00E-04,NA,NO
Tsi_TRINITY_DN60035_c0_g1_i1,OG-2757_,Tsi,WB,1.00E-04,NA,NO
Tms_TRINITY_DN16930_c0_g1_i1,OG-1932_,Tms,WB,NA,NA,NO
Tdi_TRINITY_DN28769_c0_g1_i1,OG-220_,Tdi,WB,1.00E-04,NA,NO
Tdi_TRINITY_DN9659_c0_g1_i1,OG-2517_,Tdi,WB,1.00E-04,NA,NO
Tms_TRINITY_DN30794_c0_g1_i1,OG-201_,Tms,WB,0.32508,0.280636309,NO
Tte_TRINITY_DN78353_c0_g1_i1,OG-1289_,Tte,WB,NA,NA,NO
Tms_TRINITY_DN20428_c0_g1_i1,OG-1629_,Tms,WB,1.00E-04,NA,NO
Tsi_TRINITY_DN6460_c0_g1_i1,OG-1479_,Tsi,WB,0.266764,NA,NO
Tsi_TRINITY_DN18596_c0_g1_i2,OG-1559_,Tsi,WB,1.00E-04,NA,NO
Tge_TRINITY_DN45697_c0_g1_i2,OG-838_,Tge,WB,1.00E-04,0.09006075,NO
Tte_TRINITY_DN9747_c0_g1_i1,OG-1810_,Tte,WB,0.631642,NA,NO
Tms_TRINITY_DN32821_c0_g1_i1,OG-2590_,Tms,WB,NA,NA,NO
Tdi_TRINITY_DN31058_c1_g1_i2,OG-2380_,Tdi,WB,0.97127,0.249152542,NO
Tge_TRINITY_DN43561_c0_g1_i2,OG-2197_,Tge,WB,0.756149,0.204476709,YES
Tdi_TRINITY_DN8561_c0_g1_i1,OG-2032_,Tdi,WB,NA,NA,NO
Tge_TRINITY_DN47690_c1_g1_i1,OG-823_,Tge,WB,1.00E-04,0,NO
Tge_TRINITY_DN47961_c3_g8_i1,OG-2132_,Tge,WB,1.00E-04,0,NO
Tsi_TRINITY_DN31936_c13_g10_i1,OG-1701_,Tsi,WB,0.327734,NA,NO
Tte_TRINITY_DN18163_c0_g1_i2,OG-1814_,Tte,WB,0.100646,NA,NO
Tdi_TRINITY_DN30435_c0_g1_i1,OG-1325_,Tdi,WB,1.00E-04,0.106490233,NO
Tsi_TRINITY_DN31144_c15_g1_i1,OG-320_,Tsi,WB,1.00E-04,NA,NO
Tge_TRINITY_DN30378_c0_g1_i1,OG-152_,Tge,WB,1.00E-04,0.335865179,NO
Tsi_TRINITY_DN28534_c0_g1_i1,OG-805_,Tsi,WB,0.15068,NA,NO
Tdi_TRINITY_DN30653_c0_g1_i1,OG-944_,Tdi,WB,NA,0.189795918,NO
Tms_TRINITY_DN27217_c0_g1_i1,OG-116_,Tms,WB,0.272457,NA,NO
Tsi_TRINITY_DN22821_c0_g2_i1,OG-227_,Tsi,WB,0.0382445,NA,NO
Tms_TRINITY_DN24908_c0_g2_i1,OG-213_,Tms,WB,0.267766,0,NO
Tge_TRINITY_DN46294_c0_g1_i5,OG-80_,Tge,WB,1.00E-04,0.058564815,NO
Tdi_TRINITY_DN32619_c0_g1_i1,OG-1206_,Tdi,WB,0.13613,NA,NO
Tdi_TRINITY_DN33879_c0_g1_i1,OG-1181_,Tdi,WB,1.00E-04,NA,NO
Tte_TRINITY_DN64579_c0_g1_i1,OG-2468_,Tte,WB,NA,NA,NO
Tms_TRINITY_DN27746_c0_g1_i2,OG-2152_,Tms,WB,1.00E-04,NA,NO
Tge_TRINITY_DN22077_c0_g1_i1,OG-961_,Tge,WB,1.00E-04,0,YES
Tdi_TRINITY_DN19162_c0_g1_i2,OG-1189_,Tdi,WB,0.0471737,NA,NO
Tdi_TRINITY_DN31895_c0_g1_i1,OG-1148_,Tdi,WB,0.187127,0.034992224,NO
Tdi_TRINITY_DN3152_c0_g1_i1,OG-934_,Tdi,WB,0.168162,0,NO
Tdi_TRINITY_DN22439_c0_g2_i1,OG-1145_,Tdi,WB,NA,NA,YES
Tsi_TRINITY_DN14679_c0_g1_i1,OG-2017_,Tsi,WB,1.00E-04,NA,NO
Tsi_TRINITY_DN68013_c0_g1_i1,OG-2839_,Tsi,WB,1.00E-04,NA,NO
Tte_TRINITY_DN30035_c0_g1_i1,OG-1692_,Tte,WB,0.272457,NA,NO
Tdi_TRINITY_DN28079_c0_g2_i2,OG-1154_,Tdi,WB,1.00E-04,NA,NO
Tte_TRINITY_DN28548_c0_g1_i1,OG-2625_,Tte,WB,NA,NA,NO
Tte_TRINITY_DN8930_c0_g1_i1,OG-593_,Tte,WB,1.00E-04,NA,NO
Tsi_TRINITY_DN13173_c0_g3_i1,OG-2451_,Tsi,WB,0.129338,NA,NO
Tdi_TRINITY_DN3013_c0_g2_i1,OG-2651_,Tdi,WB,0.19269,NA,NO
Tge_TRINITY_DN32143_c0_g1_i1,OG-285_,Tge,WB,0.37261,0,NO
Tdi_TRINITY_DN9872_c0_g1_i1,OG-2786_,Tdi,WB,1.00E-04,NA,NO
Tte_TRINITY_DN28307_c0_g2_i1,OG-760_,Tte,WB,0.158179,0.216516902,NO
Tdi_TRINITY_DN16121_c0_g1_i2,OG-1273_,Tdi,WB,0.0448822,NA,NO
Tdi_TRINITY_DN16297_c0_g2_i1,OG-2695_,Tdi,WB,0.875934,NA,NO
Tge_TRINITY_DN37917_c0_g1_i1,OG-2171_,Tge,WB,NA,NA,NO
Tdi_TRINITY_DN21862_c0_g1_i2,OG-539_,Tdi,WB,0.0461822,NA,NO
Tge_TRINITY_DN45570_c0_g1_i2,OG-123_,Tge,WB,1.00E-04,0,NO
Tms_TRINITY_DN2638_c0_g1_i1,OG-2797_,Tms,WB,0.14362,NA,NO
Tge_TRINITY_DN37434_c0_g1_i2,OG-613_,Tge,WB,0.200989,0.340692805,NO
Tte_TRINITY_DN15734_c0_g1_i1,OG-41_,Tte,WB,0.119075,NA,NO
Tge_TRINITY_DN49733_c0_g1_i1,OG-2088_,Tge,WB,0.135109,NA,NO
Tte_TRINITY_DN12968_c0_g1_i2,OG-1857_,Tte,WB,1.00E-04,NA,NO
Tdi_TRINITY_DN11871_c0_g2_i1,OG-717_,Tdi,WB,NA,NA,NO
Tte_TRINITY_DN970_c0_g1_i1,OG-2782_,Tte,WB,NA,NA,NO
Tte_TRINITY_DN23710_c0_g2_i1,OG-1360_,Tte,WB,0.624183,NA,NO
Tsi_TRINITY_DN29581_c0_g2_i3,OG-499_,Tsi,WB,NA,0,NO
Tsi_TRINITY_DN19800_c0_g1_i2,OG-2909_,Tsi,WB,1.00E-04,NA,NO
Tte_TRINITY_DN39242_c0_g1_i1,OG-1611_,Tte,WB,0.851083,NA,NO
Tge_TRINITY_DN39962_c0_g1_i3,OG-2142_,Tge,WB,NA,NA,NO
Tte_TRINITY_DN26537_c0_g8_i1,OG-741_,Tte,WB,0.095347,NA,NO
Tms_TRINITY_DN55729_c0_g1_i1,OG-966_,Tms,WB,1.00E-04,NA,NO
Tge_TRINITY_DN41369_c0_g1_i1,OG-2443_,Tge,WB,1.00E-04,0,NO
Tms_TRINITY_DN26614_c0_g1_i1,OG-1484_,Tms,WB,1.00E-04,0.29981378,NO
Tsi_TRINITY_DN11826_c0_g1_i1,OG-2186_,Tsi,WB,1.00E-04,NA,NO
Tdi_TRINITY_DN24976_c0_g1_i1,OG-1276_,Tdi,WB,0.39371,1.101265823,NO
Tdi_TRINITY_DN14425_c0_g1_i1,OG-1549_,Tdi,WB,1.00E-04,NA,NO
Tdi_TRINITY_DN60643_c0_g1_i1,OG-1793_,Tdi,WB,NA,NA,NO
Tte_TRINITY_DN22911_c0_g1_i1,OG-1433_,Tte,WB,NA,NA,NO
Tge_TRINITY_DN35428_c0_g1_i1,OG-93_,Tge,WB,1.00E-04,NA,NO
Tge_TRINITY_DN35697_c0_g1_i1,OG-1528_,Tge,WB,0.097364,0,NO
Tsi_TRINITY_DN59703_c0_g1_i1,OG-2402_,Tsi,WB,NA,NA,NO
Tte_TRINITY_DN47258_c0_g1_i1,OG-1747_,Tte,WB,1.00E-04,NA,NO
Tms_TRINITY_DN31367_c4_g1_i1,OG-984_,Tms,WB,0.19955,NA,NO
Tms_TRINITY_DN29751_c0_g4_i1,OG-2364_,Tms,WB,1.00E-04,NA,NO
Tdi_TRINITY_DN67500_c0_g1_i1,OG-1556_,Tdi,WB,NA,0,NO
Tms_TRINITY_DN25137_c0_g1_i2,OG-242_,Tms,WB,0.165688,NA,NO
Tdi_TRINITY_DN19281_c0_g1_i1,OG-1307_,Tdi,WB,1.00E-04,NA,NO
Tte_TRINITY_DN28860_c15_g1_i1,OG-1428_,Tte,WB,1.00E-04,NA,NO
Tsi_TRINITY_DN29106_c0_g2_i1,OG-699_,Tsi,WB,1.00E-04,NA,NO
Tms_TRINITY_DN41772_c0_g1_i1,OG-448_,Tms,WB,NA,NA,NO
Tge_TRINITY_DN42797_c0_g2_i3,OG-1026_,Tge,WB,0.1537,0,NO
Tsi_TRINITY_DN22499_c0_g1_i3,OG-1039_,Tsi,WB,0.476436,NA,YES
Tms_TRINITY_DN21635_c0_g2_i1,OG-633_,Tms,WB,0.130977,NA,NO
Tms_TRINITY_DN23544_c0_g2_i1,OG-416_,Tms,WB,1.00E-04,0,NO
Tge_TRINITY_DN40686_c0_g1_i1,OG-2580_,Tge,WB,1.00E-04,0,NO
Tte_TRINITY_DN21289_c0_g1_i1,OG-2342_,Tte,WB,1.00E-04,NA,NO
Tte_TRINITY_DN58456_c0_g1_i1,OG-2799_,Tte,WB,NA,NA,NO
Tdi_TRINITY_DN3054_c0_g1_i1,OG-2969_,Tdi,WB,NA,NA,NO
Tsi_TRINITY_DN52820_c0_g1_i1,OG-2039_,Tsi,WB,NA,NA,NO
Tms_TRINITY_DN20533_c0_g1_i1,OG-654_,Tms,WB,0.182055,NA,NO
Tte_TRINITY_DN18487_c0_g1_i1,OG-2686_,Tte,WB,0.755725,NA,NO
Tte_TRINITY_DN23689_c0_g1_i1,OG-523_,Tte,WB,1.00E-04,NA,NO
Tms_TRINITY_DN25093_c0_g1_i1,OG-147_,Tms,WB,0.204342,0,NO
Tms_TRINITY_DN30169_c0_g1_i1,OG-687_,Tms,WB,1.00E-04,NA,NO
Tsi_TRINITY_DN26430_c0_g2_i3,OG-1628_,Tsi,WB,1.00E-04,NA,NO
Tms_TRINITY_DN71160_c0_g1_i1,OG-598_,Tms,WB,1.00E-04,NA,NO
Tte_TRINITY_DN2656_c0_g1_i1,OG-2368_,Tte,WB,1.00E-04,NA,NO
Tsi_TRINITY_DN31092_c0_g1_i1,OG-1291_,Tsi,WB,0.227775,0.726886291,NO
Tte_TRINITY_DN24085_c0_g1_i4,OG-92_,Tte,WB,0.913271,NA,NO
Tge_TRINITY_DN31565_c0_g1_i1,OG-2912_,Tge,WB,1.00E-04,0,NO
Tge_TRINITY_DN34993_c0_g1_i1,OG-210_,Tge,WB,0.465467,NA,YES
Tte_TRINITY_DN29965_c5_g1_i1,OG-434_,Tte,WB,1.00E-04,NA,NO
Tdi_TRINITY_DN14422_c0_g1_i2,OG-1900_,Tdi,WB,NA,NA,NO
Tdi_TRINITY_DN30844_c0_g1_i2,OG-2082_,Tdi,WB,NA,0.32987013,NO
Tms_TRINITY_DN18263_c0_g1_i1,OG-867_,Tms,WB,1.00E-04,NA,NO
Tge_TRINITY_DN30525_c0_g2_i1,OG-1229_,Tge,WB,1.00E-04,NA,NO
Tge_TRINITY_DN39399_c1_g1_i1,OG-971_,Tge,WB,1.00E-04,0,NO
Tge_TRINITY_DN36310_c0_g1_i1,OG-1697_,Tge,WB,NA,NA,NO
Tms_TRINITY_DN23230_c0_g1_i1,OG-2850_,Tms,WB,1.00E-04,NA,NO
Tdi_TRINITY_DN14589_c0_g1_i1,OG-21_,Tdi,WB,0.0109505,NA,NO
Tdi_TRINITY_DN32708_c0_g1_i1,OG-798_,Tdi,WB,1.00E-04,NA,NO
Tte_TRINITY_DN65292_c0_g1_i1,OG-1827_,Tte,WB,NA,NA,NO
Tsi_TRINITY_DN25689_c0_g1_i3,OG-1372_,Tsi,WB,0.172027,0.693333333,NO
Tsi_TRINITY_DN12283_c1_g1_i2,OG-465_,Tsi,WB,NA,NA,NO
Tms_TRINITY_DN40403_c0_g1_i1,OG-2538_,Tms,WB,1.00E-04,NA,NO
Tdi_TRINITY_DN29676_c0_g1_i2,OG-2008_,Tdi,WB,NA,0,NO
Tge_TRINITY_DN43560_c0_g1_i1,OG-2908_,Tge,WB,1.00E-04,0,NO
Tms_TRINITY_DN9659_c0_g1_i1,OG-247_,Tms,WB,1.00E-04,NA,NO
Tdi_TRINITY_DN26118_c0_g2_i2,OG-1243_,Tdi,WB,1.00E-04,0,NO
Tte_TRINITY_DN28100_c0_g1_i1,OG-334_,Tte,WB,0.385312,0.103159851,NO
Tdi_TRINITY_DN30619_c0_g1_i6,OG-2292_,Tdi,WB,1.00E-04,NA,NO
Tdi_TRINITY_DN26614_c0_g3_i3,OG-1310_,Tdi,WB,1.00E-04,NA,NO
Tsi_TRINITY_DN17104_c0_g1_i1,OG-2560_,Tsi,WB,NA,0,NO
Tdi_TRINITY_DN23237_c0_g2_i1,OG-1555_,Tdi,WB,NA,NA,NO
Tms_TRINITY_DN26060_c0_g2_i1,OG-1879_,Tms,WB,0.586881,NA,NO
Tdi_TRINITY_DN19406_c0_g1_i1,OG-694_,Tdi,WB,0.0197505,0,NO
Tdi_TRINITY_DN25246_c0_g1_i1,OG-479_,Tdi,WB,1.00E-04,NA,NO
Tge_TRINITY_DN27685_c0_g2_i1,OG-1364_,Tge,WB,NA,NA,NO
Tge_TRINITY_DN48739_c0_g1_i1,OG-1580_,Tge,WB,1.00E-04,NA,NO
Tdi_TRINITY_DN23955_c0_g1_i1,OG-1597_,Tdi,WB,0.864131,NA,NO
Tdi_TRINITY_DN22352_c0_g1_i1,OG-150_,Tdi,WB,0.360047,0.08218943,NO
Tdi_TRINITY_DN13401_c0_g1_i1,OG-1088_,Tdi,WB,1.00E-04,NA,NO
Tsi_TRINITY_DN39131_c0_g1_i1,OG-2869_,Tsi,WB,1.00E-04,NA,NO
Tsi_TRINITY_DN29263_c0_g1_i2,OG-392_,Tsi,WB,0.219467,0,NO
Tms_TRINITY_DN17469_c0_g1_i1,OG-1939_,Tms,WB,NA,NA,NO
Tge_TRINITY_DN19980_c0_g1_i1,OG-1429_,Tge,WB,NA,NA,NO
Tdi_TRINITY_DN32040_c0_g1_i3,OG-190_,Tdi,WB,0.221956,0.17464539,NO
Tms_TRINITY_DN64017_c0_g1_i1,OG-1886_,Tms,WB,NA,NA,NO
Tdi_TRINITY_DN17414_c0_g1_i1,OG-2579_,Tdi,WB,1.00E-04,NA,NO
Tdi_TRINITY_DN5688_c0_g1_i1,OG-274_,Tdi,WB,1.00E-04,NA,NO
Tge_TRINITY_DN44913_c0_g1_i1,OG-1903_,Tge,WB,0.131312,0.160615627,NO
Tms_TRINITY_DN14019_c0_g2_i1,OG-2525_,Tms,WB,0.995311,NA,NO
Tdi_TRINITY_DN18752_c0_g1_i2,OG-1971_,Tdi,WB,NA,NA,NO
Tdi_TRINITY_DN5206_c0_g1_i1,OG-1637_,Tdi,WB,NA,NA,NO
Tdi_TRINITY_DN10458_c0_g2_i1,OG-1673_,Tdi,WB,1.00E-04,NA,NO
Tge_TRINITY_DN42364_c0_g1_i2,OG-1608_,Tge,WB,0.564133,NA,NO
Tge_TRINITY_DN19208_c0_g1_i1,OG-1687_,Tge,WB,1.00E-04,0,NO
Tge_TRINITY_DN47795_c0_g1_i1,OG-471_,Tge,WB,0.226562,1.848976711,NO
Tte_TRINITY_DN67597_c0_g1_i1,OG-1899_,Tte,WB,NA,NA,NO
Tms_TRINITY_DN18240_c0_g1_i1,OG-354_,Tms,WB,0.298655,NA,NO
Tge_TRINITY_DN43565_c0_g1_i3,OG-672_,Tge,WB,1.00E-04,0.354292624,NO
Tms_TRINITY_DN55822_c0_g1_i1,OG-1446_,Tms,WB,0.443602,NA,NO
Tsi_TRINITY_DN21159_c0_g1_i1,OG-2317_,Tsi,WB,1.00E-04,NA,NO
Tms_TRINITY_DN11267_c0_g1_i1,OG-1849_,Tms,WB,0.194379,NA,YES
Tdi_TRINITY_DN3300_c0_g1_i1,OG-2201_,Tdi,WB,0.130416,NA,NO
Tdi_TRINITY_DN60786_c0_g1_i1,OG-2930_,Tdi,WB,NA,NA,NO
Tge_TRINITY_DN60656_c0_g1_i1,OG-587_,Tge,WB,0.0690408,NA,NO
Tdi_TRINITY_DN67040_c0_g1_i1,OG-367_,Tdi,WB,NA,NA,NO
Tge_TRINITY_DN43525_c0_g1_i1,OG-607_,Tge,WB,0.125719,0.082223147,NO
Tsi_TRINITY_DN2707_c0_g1_i1,OG-2204_,Tsi,WB,1.00E-04,NA,NO
Tsi_TRINITY_DN3129_c0_g1_i1,OG-1728_,Tsi,WB,NA,0,NO
Tge_TRINITY_DN25033_c0_g1_i1,OG-963_,Tge,WB,0.365802,0,NO
Tge_TRINITY_DN45863_c0_g1_i2,OG-591_,Tge,WB,0.236043,0.162637363,NO
Tte_TRINITY_DN73168_c1_g1_i1,OG-1562_,Tte,WB,1.00E-04,NA,NO
Tms_TRINITY_DN22829_c0_g1_i1,OG-1343_,Tms,WB,0.306413,0,NO
Tte_TRINITY_DN29465_c11_g5_i1,OG-682_,Tte,WB,1.00E-04,NA,NO
